#Wavelength (nm)	6.4 nm	9.23 nm	11.8 nm
265.3	0.73244	0.77107	0.83358
265.4	0.73256	0.7712	0.83369
265.5	0.73267	0.77132	0.83381
265.6	0.73279	0.77144	0.83392
265.7	0.73291	0.77157	0.83403
265.8	0.73303	0.77169	0.83415
265.9	0.73314	0.77182	0.83426
266	0.73326	0.77194	0.83437
266.1	0.73338	0.77207	0.83448
266.2	0.73349	0.77219	0.8346
266.3	0.73361	0.77232	0.83471
266.4	0.73373	0.77245	0.83482
266.5	0.73384	0.77257	0.83493
266.6	0.73395	0.7727	0.83504
266.7	0.73407	0.77283	0.83515
266.8	0.73418	0.77296	0.83526
266.9	0.7343	0.77308	0.83538
267	0.73441	0.77321	0.83549
267.1	0.73452	0.77334	0.8356
267.2	0.73464	0.77347	0.83571
267.3	0.73475	0.7736	0.83582
267.4	0.73486	0.77372	0.83593
267.5	0.73497	0.77385	0.83604
267.6	0.73508	0.77398	0.83615
267.7	0.73519	0.77411	0.83626
267.8	0.7353	0.77424	0.83637
267.9	0.73541	0.77437	0.83648
268	0.73552	0.7745	0.83658
268.1	0.73563	0.77463	0.83669
268.2	0.73574	0.77476	0.8368
268.3	0.73584	0.77489	0.83691
268.4	0.73595	0.77502	0.83702
268.5	0.73606	0.77515	0.83713
268.6	0.73616	0.77528	0.83723
268.7	0.73627	0.77541	0.83734
268.8	0.73638	0.77554	0.83745
268.9	0.73648	0.77567	0.83756
269	0.73659	0.7758	0.83766
269.1	0.73669	0.77592	0.83777
269.2	0.73679	0.77605	0.83788
269.3	0.7369	0.77618	0.83798
269.4	0.737	0.77631	0.83809
269.5	0.7371	0.77644	0.8382
269.6	0.7372	0.77657	0.8383
269.7	0.7373	0.7767	0.83841
269.8	0.7374	0.77683	0.83852
269.9	0.7375	0.77696	0.83862
270	0.7376	0.77709	0.83873
270.1	0.7377	0.77721	0.83883
270.2	0.7378	0.77734	0.83894
270.3	0.7379	0.77747	0.83904
270.4	0.738	0.7776	0.83915
270.5	0.7381	0.77773	0.83925
270.6	0.73819	0.77785	0.83936
270.7	0.73829	0.77798	0.83946
270.8	0.73838	0.77811	0.83956
270.9	0.73848	0.77823	0.83967
271	0.73857	0.77836	0.83977
271.1	0.73867	0.77849	0.83987
271.2	0.73876	0.77861	0.83998
271.3	0.73886	0.77874	0.84008
271.4	0.73895	0.77886	0.84018
271.5	0.73904	0.77899	0.84029
271.6	0.73913	0.77911	0.84039
271.7	0.73922	0.77923	0.84049
271.8	0.73932	0.77936	0.84059
271.9	0.73941	0.77948	0.8407
272	0.7395	0.7796	0.8408
272.1	0.73959	0.77973	0.8409
272.2	0.73967	0.77985	0.841
272.3	0.73976	0.77997	0.8411
272.4	0.73985	0.78009	0.8412
272.5	0.73994	0.78021	0.8413
272.6	0.74003	0.78033	0.8414
272.7	0.74011	0.78045	0.84151
272.8	0.7402	0.78057	0.84161
272.9	0.74029	0.78069	0.84171
273	0.74037	0.78081	0.84181
273.1	0.74046	0.78093	0.84191
273.2	0.74054	0.78104	0.84201
273.3	0.74063	0.78116	0.8421
273.4	0.74071	0.78128	0.8422
273.5	0.74079	0.78139	0.8423
273.6	0.74088	0.78151	0.8424
273.7	0.74096	0.78162	0.8425
273.8	0.74104	0.78174	0.8426
273.9	0.74113	0.78185	0.8427
274	0.74121	0.78197	0.8428
274.1	0.74129	0.78208	0.84289
274.2	0.74137	0.78219	0.84299
274.3	0.74145	0.7823	0.84309
274.4	0.74153	0.78242	0.84319
274.5	0.74161	0.78253	0.84328
274.6	0.74169	0.78264	0.84338
274.7	0.74177	0.78275	0.84348
274.8	0.74185	0.78286	0.84358
274.9	0.74193	0.78296	0.84367
275	0.74201	0.78307	0.84377
275.1	0.74209	0.78318	0.84386
275.2	0.74216	0.78329	0.84396
275.3	0.74224	0.78339	0.84406
275.4	0.74232	0.7835	0.84415
275.5	0.7424	0.7836	0.84425
275.6	0.74247	0.78371	0.84434
275.7	0.74255	0.78381	0.84444
275.8	0.74263	0.78392	0.84453
275.9	0.7427	0.78402	0.84463
276	0.74278	0.78412	0.84472
276.1	0.74286	0.78422	0.84482
276.2	0.74293	0.78433	0.84491
276.3	0.74301	0.78443	0.84501
276.4	0.74308	0.78453	0.8451
276.5	0.74316	0.78463	0.84519
276.6	0.74323	0.78472	0.84529
276.7	0.74331	0.78482	0.84538
276.8	0.74338	0.78492	0.84547
276.9	0.74346	0.78502	0.84557
277	0.74353	0.78511	0.84566
277.1	0.74361	0.78521	0.84575
277.2	0.74368	0.78531	0.84585
277.3	0.74375	0.7854	0.84594
277.4	0.74383	0.7855	0.84603
277.5	0.7439	0.78559	0.84612
277.6	0.74398	0.78568	0.84621
277.7	0.74405	0.78578	0.84631
277.8	0.74412	0.78587	0.8464
277.9	0.7442	0.78596	0.84649
278	0.74427	0.78605	0.84658
278.1	0.74434	0.78614	0.84667
278.2	0.74442	0.78623	0.84676
278.3	0.74449	0.78632	0.84685
278.4	0.74456	0.78641	0.84694
278.5	0.74464	0.7865	0.84703
278.6	0.74471	0.78659	0.84712
278.7	0.74479	0.78667	0.84721
278.8	0.74486	0.78676	0.8473
278.9	0.74493	0.78685	0.84739
279	0.74501	0.78693	0.84748
279.1	0.74508	0.78702	0.84757
279.2	0.74515	0.7871	0.84766
279.3	0.74523	0.78719	0.84775
279.4	0.7453	0.78727	0.84784
279.5	0.74537	0.78736	0.84793
279.6	0.74545	0.78744	0.84802
279.7	0.74552	0.78752	0.84811
279.8	0.7456	0.78761	0.84819
279.9	0.74567	0.78769	0.84828
280	0.74574	0.78777	0.84837
280.1	0.74582	0.78785	0.84846
280.2	0.74589	0.78793	0.84854
280.3	0.74597	0.78801	0.84863
280.4	0.74604	0.78809	0.84872
280.5	0.74612	0.78817	0.84881
280.6	0.74619	0.78825	0.84889
280.7	0.74627	0.78833	0.84898
280.8	0.74634	0.7884	0.84907
280.9	0.74642	0.78848	0.84915
281	0.74649	0.78856	0.84924
281.1	0.74657	0.78864	0.84933
281.2	0.74664	0.78871	0.84941
281.3	0.74672	0.78879	0.8495
281.4	0.74679	0.78886	0.84958
281.5	0.74687	0.78894	0.84967
281.6	0.74695	0.78901	0.84975
281.7	0.74702	0.78909	0.84984
281.8	0.7471	0.78916	0.84992
281.9	0.74718	0.78924	0.85001
282	0.74725	0.78931	0.85009
282.1	0.74733	0.78938	0.85018
282.2	0.74741	0.78946	0.85026
282.3	0.74749	0.78953	0.85035
282.4	0.74756	0.7896	0.85043
282.5	0.74764	0.78967	0.85052
282.6	0.74772	0.78975	0.8506
282.7	0.7478	0.78982	0.85068
282.8	0.74788	0.78989	0.85077
282.9	0.74796	0.78996	0.85085
283	0.74803	0.79003	0.85093
283.1	0.74811	0.7901	0.85102
283.2	0.74819	0.79017	0.8511
283.3	0.74827	0.79024	0.85118
283.4	0.74835	0.79031	0.85127
283.5	0.74843	0.79038	0.85135
283.6	0.74851	0.79045	0.85143
283.7	0.74859	0.79052	0.85151
283.8	0.74867	0.79058	0.8516
283.9	0.74876	0.79065	0.85168
284	0.74884	0.79072	0.85176
284.1	0.74892	0.79079	0.85184
284.2	0.749	0.79086	0.85192
284.3	0.74908	0.79092	0.852
284.4	0.74916	0.79099	0.85208
284.5	0.74925	0.79106	0.85217
284.6	0.74933	0.79113	0.85225
284.7	0.74941	0.79119	0.85233
284.8	0.74949	0.79126	0.85241
284.9	0.74958	0.79133	0.85249
285	0.74966	0.79139	0.85257
285.1	0.74974	0.79146	0.85265
285.2	0.74983	0.79152	0.85273
285.3	0.74991	0.79159	0.85281
285.4	0.74999	0.79165	0.85289
285.5	0.75008	0.79172	0.85297
285.6	0.75016	0.79178	0.85305
285.7	0.75025	0.79185	0.85313
285.8	0.75033	0.79191	0.85321
285.9	0.75042	0.79198	0.85329
286	0.7505	0.79204	0.85337
286.1	0.75059	0.79211	0.85344
286.2	0.75067	0.79217	0.85352
286.3	0.75076	0.79224	0.8536
286.4	0.75085	0.7923	0.85368
286.5	0.75093	0.79236	0.85376
286.6	0.75102	0.79243	0.85384
286.7	0.7511	0.79249	0.85391
286.8	0.75119	0.79256	0.85399
286.9	0.75128	0.79262	0.85407
287	0.75136	0.79268	0.85415
287.1	0.75145	0.79274	0.85423
287.2	0.75154	0.79281	0.8543
287.3	0.75163	0.79287	0.85438
287.4	0.75171	0.79293	0.85446
287.5	0.7518	0.793	0.85453
287.6	0.75189	0.79306	0.85461
287.7	0.75198	0.79312	0.85469
287.8	0.75206	0.79318	0.85476
287.9	0.75215	0.79325	0.85484
288	0.75224	0.79331	0.85492
288.1	0.75233	0.79337	0.85499
288.2	0.75242	0.79343	0.85507
288.3	0.75251	0.79349	0.85515
288.4	0.75259	0.79356	0.85522
288.5	0.75268	0.79362	0.8553
288.6	0.75277	0.79368	0.85537
288.7	0.75286	0.79374	0.85545
288.8	0.75295	0.7938	0.85552
288.9	0.75304	0.79386	0.8556
289	0.75313	0.79393	0.85567
289.1	0.75321	0.79399	0.85575
289.2	0.7533	0.79405	0.85582
289.3	0.75339	0.79411	0.8559
289.4	0.75348	0.79417	0.85597
289.5	0.75357	0.79423	0.85605
289.6	0.75366	0.79429	0.85612
289.7	0.75375	0.79435	0.8562
289.8	0.75384	0.79441	0.85627
289.9	0.75393	0.79447	0.85635
290	0.75401	0.79454	0.85642
290.1	0.7541	0.7946	0.85649
290.2	0.75419	0.79466	0.85657
290.3	0.75428	0.79472	0.85664
290.4	0.75437	0.79478	0.85671
290.5	0.75446	0.79484	0.85679
290.6	0.75455	0.7949	0.85686
290.7	0.75464	0.79496	0.85693
290.8	0.75472	0.79502	0.85701
290.9	0.75481	0.79508	0.85708
291	0.7549	0.79514	0.85715
291.1	0.75499	0.7952	0.85722
291.2	0.75508	0.79526	0.8573
291.3	0.75517	0.79532	0.85737
291.4	0.75525	0.79538	0.85744
291.5	0.75534	0.79544	0.85751
291.6	0.75543	0.7955	0.85759
291.7	0.75552	0.79556	0.85766
291.8	0.7556	0.79562	0.85773
291.9	0.75569	0.79568	0.8578
292	0.75578	0.79574	0.85787
292.1	0.75587	0.79579	0.85794
292.2	0.75595	0.79585	0.85802
292.3	0.75604	0.79591	0.85809
292.4	0.75613	0.79597	0.85816
292.5	0.75621	0.79603	0.85823
292.6	0.7563	0.79609	0.8583
292.7	0.75638	0.79615	0.85837
292.8	0.75647	0.79621	0.85844
292.9	0.75656	0.79627	0.85851
293	0.75664	0.79633	0.85858
293.1	0.75673	0.79638	0.85865
293.2	0.75681	0.79644	0.85872
293.3	0.7569	0.7965	0.85879
293.4	0.75698	0.79656	0.85886
293.5	0.75706	0.79662	0.85893
293.6	0.75715	0.79668	0.859
293.7	0.75723	0.79674	0.85907
293.8	0.75731	0.7968	0.85914
293.9	0.7574	0.79685	0.85921
294	0.75748	0.79691	0.85928
294.1	0.75756	0.79697	0.85935
294.2	0.75765	0.79703	0.85942
294.3	0.75773	0.79709	0.85949
294.4	0.75781	0.79714	0.85956
294.5	0.75789	0.7972	0.85963
294.6	0.75797	0.79726	0.85969
294.7	0.75805	0.79732	0.85976
294.8	0.75813	0.79738	0.85983
294.9	0.75821	0.79744	0.8599
295	0.75829	0.79749	0.85997
295.1	0.75837	0.79755	0.86004
295.2	0.75845	0.79761	0.86011
295.3	0.75853	0.79767	0.86017
295.4	0.75861	0.79772	0.86024
295.5	0.75869	0.79778	0.86031
295.6	0.75877	0.79784	0.86038
295.7	0.75884	0.7979	0.86044
295.8	0.75892	0.79796	0.86051
295.9	0.759	0.79801	0.86058
296	0.75907	0.79807	0.86065
296.1	0.75915	0.79813	0.86071
296.2	0.75923	0.79819	0.86078
296.3	0.7593	0.79824	0.86085
296.4	0.75938	0.7983	0.86091
296.5	0.75945	0.79836	0.86098
296.6	0.75952	0.79841	0.86105
296.7	0.7596	0.79847	0.86112
296.8	0.75967	0.79853	0.86118
296.9	0.75975	0.79859	0.86125
297	0.75982	0.79864	0.86131
297.1	0.75989	0.7987	0.86138
297.2	0.75996	0.79876	0.86145
297.3	0.76003	0.79882	0.86151
297.4	0.76011	0.79887	0.86158
297.5	0.76018	0.79893	0.86164
297.6	0.76025	0.79899	0.86171
297.7	0.76032	0.79904	0.86178
297.8	0.76039	0.7991	0.86184
297.9	0.76046	0.79916	0.86191
298	0.76052	0.79922	0.86197
298.1	0.76059	0.79927	0.86204
298.2	0.76066	0.79933	0.8621
298.3	0.76073	0.79939	0.86217
298.4	0.7608	0.79944	0.86223
298.5	0.76086	0.7995	0.8623
298.6	0.76093	0.79956	0.86236
298.7	0.761	0.79961	0.86243
298.8	0.76106	0.79967	0.86249
298.9	0.76113	0.79973	0.86256
299	0.76119	0.79979	0.86262
299.1	0.76126	0.79984	0.86269
299.2	0.76132	0.7999	0.86275
299.3	0.76138	0.79996	0.86281
299.4	0.76145	0.80001	0.86288
299.5	0.76151	0.80007	0.86294
299.6	0.76157	0.80013	0.86301
299.7	0.76163	0.80018	0.86307
299.8	0.7617	0.80024	0.86313
299.9	0.76176	0.8003	0.8632
300	0.76182	0.80036	0.86326
300.1	0.76188	0.80041	0.86332
300.2	0.76194	0.80047	0.86339
300.3	0.762	0.80053	0.86345
300.4	0.76206	0.80058	0.86351
300.5	0.76212	0.80064	0.86358
300.6	0.76218	0.8007	0.86364
300.7	0.76224	0.80076	0.8637
300.8	0.76229	0.80081	0.86377
300.9	0.76235	0.80087	0.86383
301	0.76241	0.80093	0.86389
301.1	0.76247	0.80098	0.86395
301.2	0.76252	0.80104	0.86402
301.3	0.76258	0.8011	0.86408
301.4	0.76263	0.80116	0.86414
301.5	0.76269	0.80121	0.8642
301.6	0.76275	0.80127	0.86427
301.7	0.7628	0.80133	0.86433
301.8	0.76286	0.80139	0.86439
301.9	0.76291	0.80144	0.86445
302	0.76296	0.8015	0.86451
302.1	0.76302	0.80156	0.86457
302.2	0.76307	0.80162	0.86464
302.3	0.76313	0.80167	0.8647
302.4	0.76318	0.80173	0.86476
302.5	0.76323	0.80179	0.86482
302.6	0.76328	0.80185	0.86488
302.7	0.76334	0.8019	0.86494
302.8	0.76339	0.80196	0.865
302.9	0.76344	0.80202	0.86507
303	0.76349	0.80208	0.86513
303.1	0.76354	0.80214	0.86519
303.2	0.76359	0.80219	0.86525
303.3	0.76364	0.80225	0.86531
303.4	0.76369	0.80231	0.86537
303.5	0.76374	0.80237	0.86543
303.6	0.76379	0.80243	0.86549
303.7	0.76384	0.80249	0.86555
303.8	0.76389	0.80254	0.86561
303.9	0.76394	0.8026	0.86567
304	0.76399	0.80266	0.86573
304.1	0.76404	0.80272	0.86579
304.2	0.76409	0.80278	0.86585
304.3	0.76414	0.80284	0.86591
304.4	0.76419	0.80289	0.86597
304.5	0.76424	0.80295	0.86603
304.6	0.76428	0.80301	0.86609
304.7	0.76433	0.80307	0.86615
304.8	0.76438	0.80313	0.86621
304.9	0.76443	0.80319	0.86627
305	0.76448	0.80325	0.86633
305.1	0.76452	0.80331	0.86639
305.2	0.76457	0.80336	0.86645
305.3	0.76462	0.80342	0.8665
305.4	0.76467	0.80348	0.86656
305.5	0.76471	0.80354	0.86662
305.6	0.76476	0.8036	0.86668
305.7	0.76481	0.80366	0.86674
305.8	0.76485	0.80372	0.8668
305.9	0.7649	0.80378	0.86686
306	0.76495	0.80384	0.86692
306.1	0.76499	0.8039	0.86697
306.2	0.76504	0.80396	0.86703
306.3	0.76509	0.80402	0.86709
306.4	0.76514	0.80408	0.86715
306.5	0.76518	0.80414	0.86721
306.6	0.76523	0.8042	0.86727
306.7	0.76528	0.80426	0.86732
306.8	0.76532	0.80432	0.86738
306.9	0.76537	0.80438	0.86744
307	0.76542	0.80444	0.8675
307.1	0.76546	0.8045	0.86755
307.2	0.76551	0.80456	0.86761
307.3	0.76556	0.80462	0.86767
307.4	0.7656	0.80468	0.86773
307.5	0.76565	0.80474	0.86778
307.6	0.7657	0.8048	0.86784
307.7	0.76574	0.80486	0.8679
307.8	0.76579	0.80492	0.86796
307.9	0.76584	0.80498	0.86801
308	0.76589	0.80504	0.86807
308.1	0.76593	0.8051	0.86813
308.2	0.76598	0.80516	0.86818
308.3	0.76603	0.80522	0.86824
308.4	0.76608	0.80528	0.8683
308.5	0.76613	0.80534	0.86835
308.6	0.76617	0.8054	0.86841
308.7	0.76622	0.80546	0.86847
308.8	0.76627	0.80552	0.86852
308.9	0.76632	0.80559	0.86858
309	0.76637	0.80565	0.86863
309.1	0.76642	0.80571	0.86869
309.2	0.76646	0.80577	0.86875
309.3	0.76651	0.80583	0.8688
309.4	0.76656	0.80589	0.86886
309.5	0.76661	0.80595	0.86891
309.6	0.76666	0.80601	0.86897
309.7	0.76671	0.80607	0.86902
309.8	0.76676	0.80614	0.86908
309.9	0.76681	0.8062	0.86914
310	0.76686	0.80626	0.86919
310.1	0.76691	0.80632	0.86925
310.2	0.76696	0.80638	0.8693
310.3	0.76701	0.80644	0.86936
310.4	0.76706	0.8065	0.86941
310.5	0.76711	0.80657	0.86947
310.6	0.76717	0.80663	0.86952
310.7	0.76722	0.80669	0.86958
310.8	0.76727	0.80675	0.86963
310.9	0.76732	0.80681	0.86969
311	0.76737	0.80687	0.86974
311.1	0.76743	0.80693	0.8698
311.2	0.76748	0.807	0.86985
311.3	0.76753	0.80706	0.8699
311.4	0.76759	0.80712	0.86996
311.5	0.76764	0.80718	0.87001
311.6	0.76769	0.80724	0.87007
311.7	0.76775	0.8073	0.87012
311.8	0.7678	0.80737	0.87017
311.9	0.76786	0.80743	0.87023
312	0.76791	0.80749	0.87028
312.1	0.76796	0.80755	0.87034
312.2	0.76802	0.80761	0.87039
312.3	0.76808	0.80767	0.87044
312.4	0.76813	0.80774	0.8705
312.5	0.76819	0.8078	0.87055
312.6	0.76824	0.80786	0.8706
312.7	0.7683	0.80792	0.87066
312.8	0.76836	0.80798	0.87071
312.9	0.76841	0.80804	0.87076
313	0.76847	0.80811	0.87082
313.1	0.76853	0.80817	0.87087
313.2	0.76858	0.80823	0.87092
313.3	0.76864	0.80829	0.87097
313.4	0.7687	0.80835	0.87103
313.5	0.76876	0.80841	0.87108
313.6	0.76882	0.80847	0.87113
313.7	0.76888	0.80854	0.87118
313.8	0.76893	0.8086	0.87124
313.9	0.76899	0.80866	0.87129
314	0.76905	0.80872	0.87134
314.1	0.76911	0.80878	0.87139
314.2	0.76917	0.80884	0.87145
314.3	0.76923	0.8089	0.8715
314.4	0.76929	0.80896	0.87155
314.5	0.76935	0.80903	0.8716
314.6	0.76941	0.80909	0.87165
314.7	0.76948	0.80915	0.8717
314.8	0.76954	0.80921	0.87176
314.9	0.7696	0.80927	0.87181
315	0.76966	0.80933	0.87186
315.1	0.76972	0.80939	0.87191
315.2	0.76978	0.80945	0.87196
315.3	0.76985	0.80951	0.87201
315.4	0.76991	0.80957	0.87206
315.5	0.76997	0.80963	0.87211
315.6	0.77003	0.80969	0.87217
315.7	0.7701	0.80975	0.87222
315.8	0.77016	0.80981	0.87227
315.9	0.77022	0.80987	0.87232
316	0.77029	0.80993	0.87237
316.1	0.77035	0.80999	0.87242
316.2	0.77041	0.81005	0.87247
316.3	0.77048	0.81011	0.87252
316.4	0.77054	0.81017	0.87257
316.5	0.77061	0.81023	0.87262
316.6	0.77067	0.81029	0.87267
316.7	0.77073	0.81035	0.87272
316.8	0.7708	0.81041	0.87277
316.9	0.77086	0.81047	0.87282
317	0.77093	0.81053	0.87287
317.1	0.77099	0.81059	0.87292
317.2	0.77106	0.81065	0.87297
317.3	0.77112	0.81071	0.87302
317.4	0.77119	0.81077	0.87307
317.5	0.77125	0.81083	0.87312
317.6	0.77132	0.81088	0.87317
317.7	0.77138	0.81094	0.87321
317.8	0.77145	0.811	0.87326
317.9	0.77151	0.81106	0.87331
318	0.77158	0.81112	0.87336
318.1	0.77165	0.81118	0.87341
318.2	0.77171	0.81123	0.87346
318.3	0.77178	0.81129	0.87351
318.4	0.77184	0.81135	0.87356
318.5	0.77191	0.81141	0.8736
318.6	0.77197	0.81146	0.87365
318.7	0.77204	0.81152	0.8737
318.8	0.77211	0.81158	0.87375
318.9	0.77217	0.81164	0.8738
319	0.77224	0.81169	0.87384
319.1	0.7723	0.81175	0.87389
319.2	0.77237	0.81181	0.87394
319.3	0.77244	0.81186	0.87399
319.4	0.7725	0.81192	0.87404
319.5	0.77257	0.81198	0.87408
319.6	0.77263	0.81203	0.87413
319.7	0.7727	0.81209	0.87418
319.8	0.77276	0.81214	0.87423
319.9	0.77283	0.8122	0.87427
320	0.77289	0.81225	0.87432
320.1	0.77296	0.81231	0.87437
320.2	0.77303	0.81237	0.87441
320.3	0.77309	0.81242	0.87446
320.4	0.77316	0.81248	0.87451
320.5	0.77322	0.81253	0.87455
320.6	0.77329	0.81259	0.8746
320.7	0.77335	0.81264	0.87465
320.8	0.77341	0.81269	0.87469
320.9	0.77348	0.81275	0.87474
321	0.77354	0.8128	0.87479
321.1	0.77361	0.81286	0.87483
321.2	0.77367	0.81291	0.87488
321.3	0.77374	0.81296	0.87492
321.4	0.7738	0.81302	0.87497
321.5	0.77386	0.81307	0.87502
321.6	0.77393	0.81312	0.87506
321.7	0.77399	0.81318	0.87511
321.8	0.77405	0.81323	0.87515
321.9	0.77412	0.81328	0.8752
322	0.77418	0.81334	0.87524
322.1	0.77424	0.81339	0.87529
322.2	0.7743	0.81344	0.87533
322.3	0.77437	0.81349	0.87538
322.4	0.77443	0.81355	0.87542
322.5	0.77449	0.8136	0.87547
322.6	0.77455	0.81365	0.87551
322.7	0.77461	0.8137	0.87556
322.8	0.77467	0.81375	0.8756
322.9	0.77473	0.8138	0.87565
323	0.77479	0.81385	0.87569
323.1	0.77485	0.8139	0.87573
323.2	0.77491	0.81396	0.87578
323.3	0.77497	0.81401	0.87582
323.4	0.77503	0.81406	0.87587
323.5	0.77509	0.81411	0.87591
323.6	0.77515	0.81416	0.87595
323.7	0.77521	0.81421	0.876
323.8	0.77527	0.81426	0.87604
323.9	0.77533	0.81431	0.87609
324	0.77539	0.81436	0.87613
324.1	0.77544	0.81441	0.87617
324.2	0.7755	0.81445	0.87621
324.3	0.77556	0.8145	0.87626
324.4	0.77561	0.81455	0.8763
324.5	0.77567	0.8146	0.87634
324.6	0.77573	0.81465	0.87639
324.7	0.77578	0.8147	0.87643
324.8	0.77584	0.81475	0.87647
324.9	0.77589	0.8148	0.87651
325	0.77595	0.81484	0.87656
325.1	0.776	0.81489	0.8766
325.2	0.77606	0.81494	0.87664
325.3	0.77611	0.81499	0.87668
325.4	0.77616	0.81503	0.87673
325.5	0.77622	0.81508	0.87677
325.6	0.77627	0.81513	0.87681
325.7	0.77632	0.81518	0.87685
325.8	0.77638	0.81522	0.87689
325.9	0.77643	0.81527	0.87693
326	0.77648	0.81532	0.87698
326.1	0.77653	0.81536	0.87702
326.2	0.77658	0.81541	0.87706
326.3	0.77663	0.81546	0.8771
326.4	0.77668	0.8155	0.87714
326.5	0.77673	0.81555	0.87718
326.6	0.77678	0.81559	0.87722
326.7	0.77683	0.81564	0.87726
326.8	0.77688	0.81568	0.8773
326.9	0.77693	0.81573	0.87735
327	0.77698	0.81578	0.87739
327.1	0.77702	0.81582	0.87743
327.2	0.77707	0.81587	0.87747
327.3	0.77712	0.81591	0.87751
327.4	0.77717	0.81595	0.87755
327.5	0.77721	0.816	0.87759
327.6	0.77726	0.81604	0.87763
327.7	0.7773	0.81609	0.87767
327.8	0.77735	0.81613	0.87771
327.9	0.77739	0.81618	0.87775
328	0.77744	0.81622	0.87779
328.1	0.77748	0.81626	0.87783
328.2	0.77753	0.81631	0.87786
328.3	0.77757	0.81635	0.8779
328.4	0.77761	0.8164	0.87794
328.5	0.77766	0.81644	0.87798
328.6	0.7777	0.81648	0.87802
328.7	0.77774	0.81653	0.87806
328.8	0.77778	0.81657	0.8781
328.9	0.77782	0.81661	0.87814
329	0.77786	0.81665	0.87818
329.1	0.7779	0.8167	0.87821
329.2	0.77794	0.81674	0.87825
329.3	0.77798	0.81678	0.87829
329.4	0.77802	0.81682	0.87833
329.5	0.77806	0.81687	0.87837
329.6	0.7781	0.81691	0.87841
329.7	0.77814	0.81695	0.87844
329.8	0.77818	0.81699	0.87848
329.9	0.77822	0.81703	0.87852
330	0.77825	0.81708	0.87856
330.1	0.77829	0.81712	0.87859
330.2	0.77833	0.81716	0.87863
330.3	0.77836	0.8172	0.87867
330.4	0.7784	0.81724	0.87871
330.5	0.77844	0.81728	0.87874
330.6	0.77847	0.81732	0.87878
330.7	0.77851	0.81736	0.87882
330.8	0.77854	0.8174	0.87886
330.9	0.77857	0.81745	0.87889
331	0.77861	0.81749	0.87893
331.1	0.77864	0.81753	0.87897
331.2	0.77868	0.81757	0.879
331.3	0.77871	0.81761	0.87904
331.4	0.77874	0.81765	0.87908
331.5	0.77877	0.81769	0.87911
331.6	0.77881	0.81773	0.87915
331.7	0.77884	0.81777	0.87918
331.8	0.77887	0.81781	0.87922
331.9	0.7789	0.81784	0.87926
332	0.77893	0.81788	0.87929
332.1	0.77896	0.81792	0.87933
332.2	0.77899	0.81796	0.87936
332.3	0.77902	0.818	0.8794
332.4	0.77905	0.81804	0.87943
332.5	0.77908	0.81808	0.87947
332.6	0.77911	0.81812	0.87951
332.7	0.77914	0.81816	0.87954
332.8	0.77916	0.81819	0.87958
332.9	0.77919	0.81823	0.87961
333	0.77922	0.81827	0.87965
333.1	0.77925	0.81831	0.87968
333.2	0.77927	0.81835	0.87972
333.3	0.7793	0.81838	0.87975
333.4	0.77933	0.81842	0.87979
333.5	0.77935	0.81846	0.87982
333.6	0.77938	0.81849	0.87985
333.7	0.7794	0.81853	0.87989
333.8	0.77943	0.81857	0.87992
333.9	0.77945	0.81861	0.87996
334	0.77948	0.81864	0.87999
334.1	0.7795	0.81868	0.88003
334.2	0.77953	0.81871	0.88006
334.3	0.77955	0.81875	0.88009
334.4	0.77957	0.81879	0.88013
334.5	0.7796	0.81882	0.88016
334.6	0.77962	0.81886	0.8802
334.7	0.77964	0.81889	0.88023
334.8	0.77966	0.81893	0.88026
334.9	0.77969	0.81896	0.8803
335	0.77971	0.819	0.88033
335.1	0.77973	0.81903	0.88036
335.2	0.77975	0.81907	0.8804
335.3	0.77977	0.8191	0.88043
335.4	0.77979	0.81914	0.88046
335.5	0.77981	0.81917	0.8805
335.6	0.77983	0.81921	0.88053
335.7	0.77985	0.81924	0.88056
335.8	0.77987	0.81927	0.88059
335.9	0.77989	0.81931	0.88063
336	0.77991	0.81934	0.88066
336.1	0.77993	0.81937	0.88069
336.2	0.77995	0.81941	0.88073
336.3	0.77997	0.81944	0.88076
336.4	0.77999	0.81947	0.88079
336.5	0.78001	0.8195	0.88082
336.6	0.78002	0.81954	0.88085
336.7	0.78004	0.81957	0.88089
336.8	0.78006	0.8196	0.88092
336.9	0.78008	0.81963	0.88095
337	0.78009	0.81966	0.88098
337.1	0.78011	0.81969	0.88101
337.2	0.78013	0.81972	0.88105
337.3	0.78014	0.81975	0.88108
337.4	0.78016	0.81978	0.88111
337.5	0.78017	0.81981	0.88114
337.6	0.78019	0.81984	0.88117
337.7	0.78021	0.81987	0.88121
337.8	0.78022	0.8199	0.88124
337.9	0.78024	0.81993	0.88127
338	0.78025	0.81996	0.8813
338.1	0.78027	0.81999	0.88133
338.2	0.78028	0.82002	0.88136
338.3	0.78029	0.82005	0.88139
338.4	0.78031	0.82008	0.88142
338.5	0.78032	0.8201	0.88146
338.6	0.78034	0.82013	0.88149
338.7	0.78035	0.82016	0.88152
338.8	0.78036	0.82019	0.88155
338.9	0.78038	0.82021	0.88158
339	0.78039	0.82024	0.88161
339.1	0.7804	0.82027	0.88164
339.2	0.78042	0.82029	0.88167
339.3	0.78043	0.82032	0.8817
339.4	0.78044	0.82034	0.88173
339.5	0.78045	0.82037	0.88176
